FAQID,Question,Answer,Category,SubCategory,Keywords,Tags,Priority,CreatedDate,UpdatedDate,Status
f205ba0c-ef77-4fff-a5f7-e5ae7d42c61b,Steps to request access to the temporary visitor gate pass starting in March?,Security and badge access for temporary visitor gate pass is coordinated by the Facilities and Security Team. Visit the security desk or email badge.admin@company.com with manager authorization.,Facilities & Workspace,Office Access,"parking, macbook pro, sydney, security, access, office",#facilities;#access;#security,Low,2026-04-29 22:23:12,2026-05-06 22:23:12,Published
c5663218-d6ed-4805-ab9b-2f66e480b688,How to register for dental cleaning and check-ups during the 2024 plan year?,Health benefits claims for dental cleaning and check-ups should be submitted through the Cigna Portal at cigna.company.com. Keep your itemized receipts. Claims are processed within 5-7 business days.,HR & Policies,Health & Benefits,"insurance, dental, london, claim, iphone, workday",#hr;#benefits;#insurance,Low,2025-06-23 22:23:12,2025-07-17 22:23:12,Published
dbe046fe-b563-4abc-85e0-fef5cd107244,How do I submit a claim for physiotherapy sessions for new hires in New York?,Health benefits claims for physiotherapy sessions should be submitted through the Cigna Portal at cigna.company.com. Keep your itemized receipts. Claims are processed within 5-7 business days.,HR & Policies,Health & Benefits,"dental, benefits, medical, office 365, health, july",#hr;#benefits;#insurance,Medium,2026-04-19 22:23:12,2026-05-04 22:23:12,Published
3e35a2b2-0e5d-435a-b938-db87bb6a1293,Troubleshoot access to a mailbox for OneDrive using the web version?,"For configurations involving your mailbox for OneDrive, submit a ticket to the Email Services Team at support.company.com. Shared mailboxes and delegations require manager approval.",IT Support,Email & Calendar,"finance, london, email, thinkpad, calendar, mailbox",#it;#email;#outlook,Medium,2026-05-23 22:23:12,2026-06-03 22:23:12,Published
64312d0b-0768-4c17-abbe-938608e96514,How do I request a parking garage access transponder starting in December?,Security and badge access for parking garage access transponder is coordinated by the Facilities and Security Team. Visit the security desk or email badge.admin@company.com with manager authorization.,Facilities & Workspace,Office Access,"office, r&d, access, san francisco, salesforce, december",#facilities;#access;#security,High,2025-06-13 22:23:12,2025-06-27 22:23:12,Published
593031be-c1eb-43a9-b063-a1c53fd3449f,How to register for vision exam and glasses for new hires in New York?,Health benefits claims for vision exam and glasses should be submitted through the Cigna Portal at cigna.company.com. Keep your itemized receipts. Claims are processed within 5-7 business days.,HR & Policies,Health & Benefits,"insurance, legal, benefits, new york, claim, health",#hr;#benefits;#insurance,Medium,2025-05-30 22:23:12,2025-06-29 22:23:12,Archived
652c3c89-e8b2-4670-b14d-831daf5c288f,Steps to request access to the datacenter secure access pass valid through 2026?,Security and badge access for datacenter secure access pass is coordinated by the Facilities and Security Team. Visit the security desk or email badge.admin@company.com with manager authorization.,Facilities & Workspace,Office Access,"office, iphone, access, security, london, june",#facilities;#access;#security,Medium,2025-08-10 22:23:12,2025-08-15 22:23:12,Published
20e69527-16b3-4e4f-b60c-ee90381ba6db,Where do I recover the MFA settings for Microsoft Teams from the Munich office?,"To perform operations on your MFA settings for Microsoft Teams, log into identity.company.com, navigate to Security settings, and authenticate using your security key or MFA. Contact IT at ext. 4357 if your account is fully locked.",IT Support,Password & Login,"password, reset, marketing, mfa, microsoft teams, munich",#it;#login;#security,Medium,2025-11-30 22:23:12,2025-12-01 22:23:12,Published
9fc5d028-f00f-4e6d-9b2d-7774f6da3f80,Steps to apply for a leave of absence for annual vacation days in the Workday system?,"Time off or leave of absence for annual vacation days must be entered in Workday under 'Time Off'. Ensure your manager is notified, and submit medical or legal certificates if required by HR policy.",HR & Policies,PTO & Leaves,"timeoff, august, vacation, outlook, new york, pto",#hr;#pto;#leave,Medium,2025-05-14 22:23:12,2025-05-14 22:23:12,Archived
a03e39f2-48ad-4629-9db3-cd431760ca83,Troubleshooting steps for the secure file sharing server while traveling?,"To access the secure file sharing server, open your network preferences, select the correct client, and input your corporate credentials. Ensure your local internet is active. For VPN, use vpn.company.com.",IT Support,VPN & Network,"network, connect, vpn, thinkpad, access, december",#it;#network;#remote,Medium,2025-06-15 22:23:12,2025-07-07 22:23:12,Published
375c3254-7a0f-44f6-a3c8-32d8a2700889,How to configure security access for a building entry security badge for the Munich office?,Security and badge access for building entry security badge is coordinated by the Facilities and Security Team. Visit the security desk or email badge.admin@company.com with manager authorization.,Facilities & Workspace,Office Access,"visitor, march, munich, security, badge, parking",#facilities;#access;#security,Medium,2025-11-23 22:23:12,2025-12-16 22:23:12,Published
41a5d613-98ba-4313-95a8-93c13838a585,Steps to configure a mailbox for Adobe Creative Cloud on Outlook for iPad?,"For configurations involving your mailbox for Adobe Creative Cloud, submit a ticket to the Email Services Team at support.company.com. Shared mailboxes and delegations require manager approval.",IT Support,Email & Calendar,"shared, march, email, adobe creative cloud, product management, ipad",#it;#email;#outlook,Medium,2026-01-10 22:23:12,2026-01-10 22:23:12,Published
afcfd6cd-e9c9-472c-86f5-f989e479f70b,Steps to schedule a team presentation room via Outlook calendar?,"Conference rooms can be booked in Outlook by adding the room as a location. For AV issues with team presentation room, tap the support button on the wall panel or contact av.support@company.com.",Facilities & Workspace,Conference Rooms,"marketing, room, booking, meeting, london, conference",#facilities;#meeting;#booking,Low,2025-08-02 22:23:12,2025-08-17 22:23:12,Published
c76f2a89-2993-4624-bd66-1c5a3a6fefed,Where do I recover the login credentials for Microsoft Teams while working remotely?,"To perform operations on your login credentials for Microsoft Teams, log into identity.company.com, navigate to Security settings, and authenticate using your security key or MFA. Contact IT at ext. 4357 if your account is fully locked.",IT Support,Password & Login,"security, august, singapore, password, reset, android phone",#it;#login;#security,Low,2025-06-12 22:23:12,2025-06-12 22:23:12,Published
a5e31540-686f-4309-8470-388b0f2d2168,What is the coverage limit for mental health therapy for my family members?,Health benefits claims for mental health therapy should be submitted through the Cigna Portal at cigna.company.com. Keep your itemized receipts. Claims are processed within 5-7 business days.,HR & Policies,Health & Benefits,"dental, benefits, medical, health, microsoft teams, july",#hr;#benefits;#insurance,Medium,2025-04-24 22:23:12,2025-04-24 22:23:12,Published
58400cb0-fa7f-419d-a12a-1b848a71287f,Steps to request access to the building entry security badge valid through 2024?,Security and badge access for building entry security badge is coordinated by the Facilities and Security Team. Visit the security desk or email badge.admin@company.com with manager authorization.,Facilities & Workspace,Office Access,"visitor, june, human resources, security, austin, parking",#facilities;#access;#security,Medium,2025-08-13 22:23:12,2025-09-02 22:23:12,Published
9ff395de-2139-4c60-9bf7-f8f3a1c083c1,How do I request a building entry security badge starting in November?,Security and badge access for building entry security badge is coordinated by the Facilities and Security Team. Visit the security desk or email badge.admin@company.com with manager authorization.,Facilities & Workspace,Office Access,"human resources, access, sydney, ipad, november, badge",#facilities;#access;#security,Low,2025-11-25 22:23:12,2025-11-25 22:23:12,Published
af4efc68-84c1-4a67-8e44-ad1b57faf225,Who can help me block my travel and expense card for 2024 business operations?,Corporate card services are managed through the Corporate Card Portal. Applications and limit increases for travel and expense card require manager and finance director approval.,Finance & Expenses,Corporate Cards,"github, amex, card, limit, credit, corporate",#finance;#card;#amex,Medium,2026-03-23 22:23:12,2026-03-23 22:23:12,Published
ffbb7923-05fb-4707-b781-0a5f6abe7f68,Who do I contact about my W-2 tax form in the Singapore division?,"Payroll and tax documents, including W-2 tax form, are managed securely via Workday under the 'Pay' app. Update details before the 15th of the month to apply to the current pay run.",HR & Policies,Payroll & Taxes,"tax, singapore, may, w2, onedrive, salary",#hr;#payroll;#taxes,Medium,2025-07-14 22:23:12,2025-08-07 22:23:12,Published
c3b89592-99fd-4951-9dd4-597fb0f8126f,What is the way to change my login credentials for Zoom for my Sales account?,"To perform operations on your login credentials for Zoom, log into identity.company.com, navigate to Security settings, and authenticate using your security key or MFA. Contact IT at ext. 4357 if your account is fully locked.",IT Support,Password & Login,"credentials, sales, login, zoom, january, london",#it;#login;#security,Medium,2025-11-15 22:23:12,2025-11-28 22:23:12,Published
742f0e6f-d538-4a94-ae47-291f2a90dace,How to increase the limit on my travel and expense card for 2026 business operations?,Corporate card services are managed through the Corporate Card Portal. Applications and limit increases for travel and expense card require manager and finance director approval.,Finance & Expenses,Corporate Cards,"finance, card, amex, adobe creative cloud, bangalore, credit",#finance;#card;#amex,Medium,2026-03-08 22:23:12,2026-03-16 22:23:12,Published
25007f2f-eb0c-4816-aae9-ed4e2465608d,What is the policy for reserving a team presentation room in the Singapore office?,"Conference rooms can be booked in Outlook by adding the room as a location. For AV issues with team presentation room, tap the support button on the wall panel or contact av.support@company.com.",Facilities & Workspace,Conference Rooms,"singapore, onedrive, room, booking, meeting, conference",#facilities;#meeting;#booking,Low,2025-06-14 22:23:12,2025-06-14 22:23:12,Published
9d6b65aa-750f-48aa-891e-58674cb056e9,How to register for dental cleaning and check-ups under the corporate health plan?,Health benefits claims for dental cleaning and check-ups should be submitted through the Cigna Portal at cigna.company.com. Keep your itemized receipts. Claims are processed within 5-7 business days.,HR & Policies,Health & Benefits,"health, november, medical, sales, benefits, dental",#hr;#benefits;#insurance,Medium,2025-12-27 22:23:12,2025-12-30 22:23:12,Published
7ff3dc33-89fe-447b-8b78-9776ec88ef7d,Steps to unlock my password for Adobe Creative Cloud while working remotely?,"To perform operations on your password for Adobe Creative Cloud, log into identity.company.com, navigate to Security settings, and authenticate using your security key or MFA. Contact IT at ext. 4357 if your account is fully locked.",IT Support,Password & Login,"reset, credentials, login, adobe creative cloud, paris, sales",#it;#login;#security,Low,2026-03-16 22:23:12,2026-03-17 22:23:12,Published
